1. Cmaj7 Dm7.5- G7 Em7 Ebmaj7 Gm7.5- C7 Bb7 Ebmaj7 Dmaj Dbmaj7 Cmaj7 Bm7.5- E9- Am7 D9- G9- Cmaj7 Bb13 A7.5+ D9 G7 Bdim Am Bm7.5- E9- A7 Dm7 G9- Cmaj7 Am7 Dm7 G7 C F D7 Db7 D7 G7 C Dm7 G7 C B7 E7 Am Em7 A7 D9 Dm7 Bb Dm7 G7 Em7.5- A7 Dm7 G7 C F6 C6 Am7 Dm7 C Am7 Dm7 G7 C6 F9 Cm7 Fm7.5- Bb7 Ebmaj7 Dm7 G7 Cmaj7 C7 A13 Ab13 Gm7 Gbdim7 Cmaj7 C7 C7.5+ F C G7 C Ebdim7 Dm7 G7 Cmaj7 Gm7 C7 Fm C Am7 B7 Em7 A7 D7 D7 
34. Cmaj7 Fmaj7 Dm7 D7 Fmaj7 F6 Dm7 G7 C7 Fmaj7 Bm7.5- E9- Amaj7 A6 E7 Am D7 Dm7 A7 Dm G7 C Dm7 G7.5+.9- C Gm A7.5+ Dm Bm7.5- E9- Am6 Bb7 Eb Am7 Dm7 G9 Cmaj9 Bm7.5- E7 Am Bm7.5- E7 Am7 Gbm7.5- B9- Em7 Am E7 Am Em7 Am Am7 Dm7 G9 C Em Dm7 G7 C7 Fmaj7 Ebmaj7 Eb6 D7 G7 C6 Am7 D7 D9 Am7 Em7 A7 Dm G7 Abdim7 D9 Dm7 Cm7 F7 D7 G7 Cmaj7 Cm7 Dm7.5- G9- C C7 F Fm C Dm7 G7 Cmaj7 Dm7 G7 Cmaj7 C7 Fm7 Bb7 Ebmaj7 Am7.5- Am7.5- 
35. Cmaj7 Gm7 C7 B7 Em Dm7 G9- C F C Dbdim7 Dm7 G7 C C7 F D7 Db7 D7 G7 G7.5+ C9 Fmaj7 Am7.5- D7 Ddim7 D7 Dm7 G7 Cm7 Fm7 G7 G7.5+ Cmaj7 Am7 Dm7 G9 C6 Dm7 G7 C Ebm7 Ab9 Dbmaj7 C9+ Fm7 Bb7 Eb6 Dm11 G9 C6 Am7 Dm7 G7 G9- C D7 G7 C Fmaj7 Dm7 G7 G7.5+ C Gm7 C9- F7 Bbmaj7 A7.5+.9+ Dm6.9 E7.5+.9+ Am11 Gb9+ B7.5+.9+ Em7 Fm6 Em7 Am7 Am6 Dm7 G7 C6 Dm7 Am7 Bb9 Ebmaj7 Eb Cm7 F7 Cm Fm7.5- Bb7 Am7 Dm7 C6 Fm7 Bb9 Dm7 G7 E7.5+ E7.5+ 
36. Cmaj7 Bm7.5- E9- Am Bm7.5- E7 Am C Gm7 Dm7 Cm7 F7 Gmaj7 B7 E Fdim7 Cmaj7 C6 F9 Bb7.5+.9 Gb G C Am9 Dm7 Dbmaj7 Db6 C6.9 Am7 D7 G7 C6 Dbdim7 Dm7 G9 Em7 C7 Fmaj7 Bm7.5- E7.5+.9+ Am11 Gbm7.5- Fm7 Em7 Ebdim Dm7 Em Dm7 G7 C F6 Fm7 Bb7 Cmaj7 Dm7 G7 E7 F Fm6 Cmaj7 C Ab7 Dm7 G9 G9- Em7 F6 Gbdim7 C C7 Fmaj9 D9 Abm9 Db9 C F C Bb7 C6 Am7.5- D7 G7 C A7 Dm7 G7 Dm G9- Cmaj7 Fmaj7 Bm7.5- E7 Am7 D9- G9 C Dm7 G7 C7 Gm7 Gm7 
37. Cmaj7 Bm7.5- E7 A7 D7 Dm7 G9 Abdim7 D9 Dm7 G7 C6 F9 Em7 A9- Dm7 G7 G11 C Fmaj7 F7 Bbmaj7 Bbm7 Eb7 Dm7 G7 C F G7 Cmaj7 Bm7.5- E7.5- Am7.5+ Am7 Dm7 G7 C6 Bm11 Am9 Dm7 C Am7 D7 G7 Dm7 G7 C6 F6 Bb9 C Am E7 Am7 Dm7 G9- C Em7.5- A7 Dm7 G7 C Am7 Dm7 D7 E7 Am Am7.5+ Am7 D7 Dm7.5- G7 Em7 A7 Dm7 G7 C C6 Am7 Eb9 Ab6 Ab Eb Cm7 Fm7 Bb7.5- Em7 Ebdim7 Dm7 G7 Em7.5- A7 Dm7 G7 Em7 A7.5-.9- Dm7.5- G7 C F G7 G7 
38. Cmaj7 Fmaj7 A7.5+ A9 Dm7 Fm7 Bb7 A7 Dm7 G7 Dm7 C C7 Gb7 Fdim7 Cmaj7 Am7 Dm7 G7 C7 Gm Em7.5- A9- Dm7 G7 Em7 Am7 Gm7 C7 Bm7.5- Bb7 Eb Cm7 Am7.5- Em7.5- A7 Gbm7 B7 Emaj7 Ebm7 Dm7 G7 C G7.5+ C Gbm7.5- B9- E9- Am E9+ Am Dm7 G7 C Dm7 G7 C Am9 Dm7 G9- C A7.9-.5+ Dm7 Dbmaj7 Cmaj7 Em7 Am7 Abm7 Gm7 C7 F Am E7 Amaj7 Em7.5- A7 Dm7 G7 C6 Am7 Dm7 Dm7.5- G7 E7 Am Bm7.5- E7.5- Am7 Dm7 Ab7.5- G7 C Am7 Gbm7.5- B9- F9 Cm7 F9 Eb9 Dm7 Dm7 
39. Cmaj7 Fmaj7 Bb7 Cmaj7 Am7 Dm7 Ebdim7 Dm7 A7 Gbm7 B7 E Fdim7 Gbm7 B7 Em7 Am Bm7.5- E7 A7.5+ D9 Fm C Dbdim7 Dm7 Ab7.5+ G7 Dm7 G7 Fdim7 Em7 A9- Dm7 G7 D7 Dm7 G7 G11 C Fm Cmaj7 Gm7 C7 F Fmaj7 Gbdim7 C C7 Fmaj7 Fm7 C Dbdim7 Dm G7 Cmaj7 Em7 A7 D7 Dm7.5- G9- Cmaj7 Am7 Dm7 G7 C Fm C Dm7 G9 C C6 Bb6 Bbm7 Eb7 Abmaj7 F9- Bbm7 Eb7 Abmaj7 Ab Abaug Ab6 Ab Abaug Ab6 Ab C Am Dm7 G7 Cmaj7 F9 Em7 Eb7 Dm7 G9 C A7 Dm Bb7 Bb7 
40. Cmaj7 Dbdim7 Dm Ebdim7 C Ebdim7 Dm7 G9 C6 Dm7 G7 Cmaj7 Gm7 C9 F C Eb Cm7 F7 Cmaj7 Dm7 E9- Am7 Dm7 C Cmaj7 Dm7 G7 C Gbdim7 C Dm7 Db9+ C6 Bb7 Ebmaj7 Gm7 C7 Gm Em7.5- A9- Dm7 Fm6 G7 Dm7 C6 F7 Cm F7 Cmaj7 C7 F Fm6 Cmaj7 C7 F6 C F G7.5+.9- C Em Am6 B7 Bm7.5- Em7 Fmaj7 E7 A7 Dm7 G7 Bdim7 E7 Am Dm Fm6 G7 Em7 A7 Dm7 G7 C7 Fmaj7 Em7 C7 E7 Am7 D7 Am7 Dm7 G7 C Dm7 C6 Am7 Dm7 G7.5+ Cmaj7 Fmaj7 A7.5+ Dm7 Dm7 
41. Cmaj7 C7 F Gbdim7 Gsus4.7 Cmaj7 Am7 D7 Fmaj7 Bm7.5- E9- Am7 Dm7 G7 C Gm7 C7 B7 Em Dbm7.5- Gb7 Gb7.5+ B7 G6 Am7 Dm7 G7 C7 Fmaj9 D9 Dm7 G7 C7 Fmaj7 Ebmaj7 Abmaj7 F9- Bbmaj7 A7 Dm7 C F7 Cmaj7 Fm7 Bb9 Dm7 G9- Cmaj7 C7 Fmaj7 Gbdim7 C F9 Cm7 Gm D7 Gbm B7 Em B9- E9- Am7 D9- G9- C G7 C Dm7 G7 Cm7 F9 C Bb9 Dm7 Ab7 G7 C6 G7 C Dbdim7 Dm7 G7 Cmaj7 B9 E Am G C Cmaj7 Fmaj7 Em7.5- A9- Dm7 G7 C Em7 A7 Dm7 G7 Dm7 Dm7 
42. Cmaj7 Ebm7 Ab7 Dbmaj7 Gb9 Dbm7 Cdim7 A7 Dm7 G7 C7 Fm C A7.5+ Dm7 G7.5+ C6 Dm7 G7.5+ Cm F7 E7 A7 Dm7 G7 C6.9 Am7 Dm7 C6 Gm7 Am7 C C7 Fmaj7 Gbm7.5- B7 Em Am6 Am Bm7.5- E7 Am7 Bm7 Cdim7 F Gm7 C9- Fmaj7 Dm7 G7 C6 E7.5+.9- C6 E7 Eb7 Cm7 F7 C Gm7 C7 Em7.5- A7 Dm7 G7 Am G7 Bdim Am G Am Dm7 G9- Cmaj7 Dm7 G7 C6 Am7.5- D7 G7 Fdim7 Gbm11 B7 Emaj7 Dm7 G7 Cmaj7 F9 Bb7.5+.9 Gb G C Eb6 Dm11 G9 Em7 A7 Dm7 G7 Dm7 G7 G7 
43. Cmaj7 C Dm G7 Em7.5- A9- Dm7 C6 Em7 Am Em7 Ebdim7 G7 C A7 Dm Fm6 G9- C G7 C C7 F Dm7 G9 Dm7 G7 C6 Fm7 Bb7 Cmaj7 Gm7 C7 Fmaj7 B7 F7.5- E9 Bb9 Em7 Am7 D7 G7 C F C F Fm C Fm6 G7 Cmaj7 Bm7 Cdim7 A7 Dm7 G7 G11 G7 C7 Fmaj7 Fm6 C Am7 Fmaj7 Bm7.5- E9- Am6 Bb7 Ebmaj7 Eb6 C7.5+ F9 D9 G7 C G7 C A7.5+ A7 Dm7 G7 C6 F9 D9 Dm7 G7 G7.5-.9- Cmaj9 Eb7 Dm7 Cmaj7 C7 Fmaj7 Am7 Dm7 G7 Cmaj7 Dm7.5- G9- Dm7 Dm7 
44. Cmaj7 Am7 Dm7 Em7 Am Bm7.5- E9- Am7 Cm7 F7 E7 Am7 D7 Dm7 G7 Em7 Ebdim7 Dm7 G9 Db9 C F G7 Cm6 Fm7 Em7 F6 Bb9 Ebmaj7 Ebm7 Em7 A9+ A9- Dm7 G7 C C7 F7 C Am9 F7 Bb6 Bbaug Bb7 Ebmaj7 Eb6 Abmaj7 Fm7 Bb7 Cmaj7 C7 C7.5+ F7 C7 Fm7 Bb9 Bb6 Bbm7 Eb7 Ab Dm7 G7.5+ C A7 Dm7 G9- Cm Fm7 Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- Cm11 B7.3-.5-.9-.11-.13- B7.3-.5-.9-.11-.13- 
45. Cmaj7 Bb13 Ebmaj7 G7 C6 Bb6.9 Am Em7 Ebdim Dm7 G7 Em7 A7 B9- Bm7.5- E7 F G7 C F7 D7 Db Dbm7 Gbm7 B7 E Dbm Gbm7 F7.5- E9 Bb9 Em7 F6 C Dm7 G7 Em7 A9- Dm7 G7 C Ebdim7 C Ebdim7 Em7 Ebdim7 Dm7 G7.5+.9- C Dm7 G7 Am Dm7 G7 C F Em7 Am7 Gbm7.5- Fm7 Em7 Cm7 F7 Bb6 Bbm7 Eb7 Ab7 G7 Dm7 C6 Ebdim7 Dm7 G7 Cmaj7 Ebmaj7 Edim7 Fm7 G7 C Am7 Dm7 C Gbm11 B7 Fm7 Bb7 Cmaj7 Dm7 G7 C A9- C6 C7 Fmaj7 Fm6 C6 Cm7 F7.5+ Bbmaj7 Bbm7 Bbm7 
46. Cmaj7 Db7 D7 G7 C6 Dm7 G7 C C7 F Fm6 Cmaj7 Ebdim7 Dm7 G7 Cmaj7 Cdim7 Bm7 E7 Db7 D7 Gm A7.5+ A9 Dm7 G7 Em7 Eb7 Dm7 G7 Cmaj7 C7 Fm6 C Am7 Ab9 Cmaj7 C7 Fmaj7 E7 Fmaj7 Fm7 G7 Em7 Am7 Ab7 D9- Gmaj7 G7 C A7 Dm Fm C C7 Fmaj7 Cmaj7 Gbm7.5- B7 Em Em7.5+ Em7 Am Dm7 G7 C A7 Dm7 G7 Em7.5- A7 Dm7 G7 Gb9- B7 Em Dm7 G9 C A7 D7 Fm7 Em7 Eb7 Abmaj7 Ab6 Fm7 Bb9 Em7 Am7 Em7 Ebdim7 Dm7 G9 G7 Em7 Eb7 Ab7 C C7 C7 
47. Cmaj7 F A7 Dm7 G7 C D9 Gm7 C9- F6 Dm7 G9- C6 C7 Fmaj7 G7 C Bb9 Dm7 G7 Cmaj7 C Fmaj7 Ebmaj7 Eb6 D7 Dm7 G7 C Dm7 G7 Cmaj7 Em7.5- A7 Dm7 Bb7 Am7 Dm7 C A7 Dm7 G7 C Ebm7 Ab7 Dm7 G7 Bdim Am F G7.5+.9- C Ebdim7 Dm7 G7 D7 Gmaj7 Abdim7 Am7 Dm7 G9- C6 Am7 D7 Eb9 Abmaj7 Eb7 Bbm7 Eb9 Dm7 G7 C6 C Fm Db7 D7 Db7 Cmaj7 Fmaj7 Fdim7 Gbm7 Fmaj7 Dm7 Dbmaj7 Gb9 Dbm7 Gb7 Bmaj7 Dbm7 Gbm7 Am7 D7 Gmaj7 C7 F G7 C Em Dm7 G7 G7 
48. Cmaj7 Dm7 G7 Gb9- B7 Db Ebm7 Dm7 G7 C Dbdim7 Dm7 G7 C Am7 Dm7 G7 Cmaj7 B9 Bb9 Eb6 Abmaj7 D7 Gb7.5- B7 Bm7 Fmaj7 F6 Bb9 Ebmaj7 Dmaj Dbmaj7 Gb9 Bmaj7 Ddim7 Dbm7 C6 Ebm7 Ab7 Dm7 G9 Gaug C Em F Fm6 G9- C6 Cmaj7 Dbdim7 G7 C G7 D9 G7 Gb7 Fmaj7 Gm7 Am7 Ab7 Db Ebm7 Ab7 C F7 Bbmaj7 Bbm7 Eb7 Ab7 C F E7 Am7 E7.5+ E7 Am6 Am Bm7.5- E7 Am7 Dm7 G7 C Em C Am7 Dm7 Bb9 C Em C Am7 Dm7 G7 Dm7 A7 Dm7 G7 Cmaj7 Fmaj7 Fmaj7 
49. Cmaj7 Em7.5- A9- Dm7 E9- Am E7 Am6 Am7 Dm7 G7 E7 Am Dm G7 Cmaj7 Gbm7.5- Fdim7 Em7 A7 Dm G7 C A7.9-.5+ Dm7 C G7 Cmaj7 Cm7 F7 C Ebdim7 C Em7.5- A9- Dm7 G7 Em7 A7 Dm7 G7 C Ab7 G7 Em7 Dm7 Ebdim7 Dm7 G7 Cmaj7 Dm7 G9- C Dbdim7 Dm7 G9 C Bb7 C Am Am7.5+ Am7 Ab9 G9 Cmaj9 Am7 D7 G7 Am Dm7 G7 C G7 C G9 C Em7 Am Bm7.5- E9- Am Am7 D7 D7.5- Dm7 G7 Em7 Eb7 Dm7 G7 C F9 E9- Am7 Dm7 Em7 Dm7 G7 C F6 F6 
50. Cmaj7 Fmaj7 Bm7.5- E9- Am6 Gbm7.5- Fdim7 Gbm7 B7 E7 Dbm7 Gb7 Gb7.5+ B9 Bb9 Em7 Am E7 Eb7 Ab7 C A7 Dm7 Ebdim7 Dm7 G7 Cmaj7 Am7 Gbm7.5- B9- Em7 A7.5+ Dm7 G7 C E7 Am Am7.5+ Am7 Dm7 G7 Dm7 Em7 A7 Dm7 Bb9 Cmaj7 Dm7 G7 Cmaj7 Gm7 Gbm7 B7 Em6 Am Am7 Em7 A9 D A Bbdim E7 Am7 D7 G7 C D9 Ebdim7 C Dm7 G7 C B7 Em7 Am7 A7 D9 Abdim7 Am D7 Gm7 C7 Fmaj7 Bb7 F7 Am6 Am Gbm7.5- E7.5+.9+ Am11 Gb9+ B7.5+.9+ Em7 F6 Bb9 A7.5+.9 A7.5+.9- Ab9 Dbmaj7 Cmaj9 Cmaj9 
51. Cmaj7 Gbm7 B7 Em7 F A7 Dm7 G7 C Am9 Gbm7.5- C13 F Gbdim7 C B7 Em7 A7.5+ A7 Dm G7 C Ebdim7 Dm G7 C6 Cmaj7 Bm7.5- E9- Am7 Dm7 G7 C E7 Eb7 Dm7 G7 C Ebdim7 Em7 A7.5+ Dm7 G7 Em7 Fmaj7 Em7 Fm6 G7 Gaug C A7 C Em7 A7 Dm7 C F Fm6 Cmaj7 Fmaj7 Bm7.5- E7 A E7 Am7 Gm7 C7 Cm7 F7 Bbmaj7 Am7 G7.5+ Dm7 G7 Cmaj7 B7 F7.5- E9 Am7 Dm7 G7 C Bb7 C7 D7 G7 Em7 A7.5+ Dm G7 C E7 Am7 Am E7 Am E7.5+ A9 Dm7 G7 G7 
52. Cmaj7 Fmaj7 Bm7.5- F7 C F9 Em7 A7 Dm7 C6 Dbdim7 Dm7 G7 Cmaj7 Em7.5- A7 D7 Dm7 G7 Cmaj7 Am7 Gm7 C7 F E7 Am7 Dm7 G7 Gbm7 B7 Gm7 C7 A7 Dm G7 Cmaj7 Bb13 Em7 Ebdim7 Dm Dm7 G9- Cmaj7 G7 C D9 Dm7 G7 C F G7 C A9- Dm7 G7 C Dm7 G7 Dm7 G7 C C6 Dm7 G7 Cmaj7 D7.5- Dm7 D9 Am7 Dm7 Em7 A7 Cmaj7 Am7 D7 Gm Dm Dm7 G9- C F C Em Dm7 Bm7.5- E9+ Am Am7.5+ Am7 Am6 Bsus4.7 B7 Gm7 C13 F Dm7 G7 C Ebdim7 Dm7 Dm7 
53. Cmaj7 Em7.5- Gm7.5- C7 Gbm7.5- B9- E9- Am Dm7 Em7 Am Dm G7 Em7.5- A7 Dm7 G7 Dm7 G7 C6 F9 E9- Am7 Dm7 Db7.5- Em7 A7 Dm7 G7 Cmaj7 Dm7.5- C6 F9 Em7 Am E7 Am7 D9 Ebm7 Ab7 Db Dbm7 Gb9 Dbm7 Gbm7 B7 Db Dm7.5- G7.5+ C Am F9 Em7 Am7 Dm7 G7 C6 Dbdim7 Dm7 G9- Dm7 G7 Dm7 G7 Em7 A9 D9 G7 Cmaj7 Gbm7.5- B7 E Bm7 E7.5+ Amaj7 Bm7.5- E9- Am7 D7 Dm7 G9 Cmaj9 Bm7.5- E9- Am Dm7 G7 Gbm7.5- B9- E7 Am Bm7.5- E7 Bm7.5- E9- Am7 D7 G7 C Dm7 Dm7 
54. Cmaj7 G7 Dm7 Gm7 C7 Fmaj7 Gbdim Em7 Dm7 G7 Dm7 G9- C6 Am7.5- D7 G Am Em7.5- A9- Dm7 G7 Dm9 G7 Cmaj7 Fmaj7 Am7 Dm7 G7 C7 Cm7 Gm Em7.5- A9- Dm A7 Dm7 C F C Gm7 C7 F6 Fm7 Bb7 F7 D7 G7 Abdim7 Am7 Gm7 C9- F6 Bb9 Bb6 Bbaug Bb7 Eb7 Ab7 C6 D7.5- Dm7 G7 Em7.5- A9- Dm7 Bm7.5- E7 Am B7 Dm7 G Am Fm6 Cmaj7 Am7 D7 Dm9 G7 Cmaj7 Am7 Dm7 G7 Dm9 G7 C6 Dm7 G9- Cmaj7 Dm7 Bm7.5- E7 Am Am6 F9 C C7 F E7 A7 Ebm7 Ebm7 
55. Cmaj7 Bm7.5- E9- Am7 Dm7 G7 G7.5+ C Ab7 Dm7.5- Bm7.5- E7 Am Bm7.5- E7.5- E7 Am Dm7 G7 C6 G7 Cmaj7 Fmaj7 D7 G7 C F Gbdim C F Gbdim7 C C7 E7 Am Dm7.5- G9- C A7 Dm7 G7 Dm7 G7 G7.5+.9 C F6 C Am7 Dm7 G7 Dm7 G7 A7 Dm7 G7 C Ebdim7 Dm7 G7 Cmaj7 Bb13 Ebmaj7 A9 D7.5+ G9 Cmaj7 Dm7 G7 C6 Fm C Dm7 G7 C6 G7 C7 Bb7 Eb7 E7 Am7 D7 G C C7 F Gm7 C7 E7 Am Dm G7 Cmaj7 Em7 Am7 Dm7 G7 C A7.9-.5+ Dm7 G7.5+.9- G7.5+.9- 
56. Cmaj7 Gm7 C7 F6 Dm7 Em C F C Em7 A7 Dm Fm Cmaj7 Ebm7 Ab7 Dbmaj7 Dm7 G7 E7 Am7 D9 Dm7 G7 C6 Dm7 G7 Cmaj7 Cdim7 F G7 F E7 Am7 Dm7 G7 Em7 Am F Fm6 C Bb9 D7 G7 Dm7 G7 C F Fm6 C Dm7 G9- Cmaj7 Dm7 G7 C Am Bm7.5- E9- Am7 Am6 Am Dm Bb Dm6 Em7 A7 Bm7.5- E7 A7 Dm7 G7 C G7 G7.5+ Cm7 F9 D9 Abdim7 Am E9+ Am7 D7.5- Dm7 G9- C Ebdim7 Dm7 G7 Cmaj7 G7 C A7 D7 G7 Em7 A7 Dm G7.5+ Cmaj7 Cmaj7 
57. Cmaj7 B7 E B7 G7 C Dm7 Ebdim7 Dm7 G7 C Dm7 G9- Cmaj9 Gm7 C7 Fm7 G7 C6 Fmaj7 Fm7 Bb7 A7 D7 Am Bm7.5- E7 Am A7 Bm7.5- E9- Am7 D7 G7 C6 Dm7 G7.5+.9- C6 Fm7 Bb7 Cmaj7 Bm7.5- Em7 Ebdim Dm7 Ebdim7 Dm7 G7 C6 C7 F B7 Em7 Ebdim7 Em7 Am7 D7 G7 C Fm C Em7.5- A7 Dm7 Db7.5- Gm7 C7 Em C F9 D9 G7 G11 C G7 Dm Bm7.5- E9- Am7 Fm6 C6 Gm7 C7 F D7 G7 Dm7.5- G7 Em7 C11 C7 F Em7 A7.5+ D9 G7.5+ C C6 Am7 Dm7 Dm7 
58. Cmaj7 C6 Cmaj7 G7 Gaug C Ebdim7 Dm7 G9 Cmaj7 Am7 Ddim D7 G7 Cmaj7 Bb13 Am B7 Em7 A7 Dm7 G7 Cmaj7 C7 Fmaj7 Fm G7 Gb7 Bmaj7 Dbm7 C6 Fm7 Bb7 Ebm7 Db Cmaj7 F7 C6 Gm7 C7 Fmaj7 Bm7.5- E7 Dm7 Ebm7 Dm7 G7 Em7 A7 B9- Em B9- E9- Am Am7.5+ Am7 Fm6 G7 C Fmaj7 Gbdim Am Dm7 Em7 A7.5- Abmaj7 Dbmaj7 Dm7 G9- Em7 Fm7 Em7 Ebm7 Db7 Cm9 F9- Bbm7 Eb9 D9 Bb6 C6 Dm7 G7 Dm7 G7 C6 F9 Em7 Ebdim7 Dm7 G9- C Dbdim7 Dm7 G7 C Gm7 C9 Fmaj7 Cmaj7 Cmaj7 
59. Cmaj7 Am7 D9 Fm C Em7 Fmaj7 Bb7 Cmaj7 Dbdim7 G7 C Ab7 Dm7.5- G7.5+ Cmaj7 F9 Em7 A7 Dm Am G C F Em7 A7 Dm7 G7 Cmaj7 C7.5+ F Fm6 C Dm7 G7 C6 Ebdim Dm7 G7 Abdim7 Am7 Fmaj7 G7 C6 Dm7 E7 A7 Dm Dm7 Dbdim D7 G7 Em7 Ebmaj7 Ebm7 Dm7 G9 C Am7 Dm7 G7 C Dm7 G7 G7.5+ Cmaj7 Dbdim7 Dm7 A7 Dm7 G7 C Am9 Dm7 G9 C Dm7.5- G9- Dm7 G9 Am7 D7 Gmaj7 G7 C Gm7 C7 Fmaj7 Bm7.5- E7 Am Dm G7 C Dbmaj9 C6.9 Am7 D7 F7 C7 C7 
60. Cmaj7 Eb9 Ab6 Fm7 Bb7 Ebmaj7 G7 Em7 Am7 Dm9 Bbmaj7.11+ A9+ Dm7 G9- Cmaj7 F7 Cm Cm7 F7 D7 Dm7.5- G9- Cmaj7 C7 Gb7 Fmaj7 B7 Em B9- E9- Am7 D9 Bb6 Bbm7 Eb9 Eb9- Ab6 Fm7 Bb9 Ebmaj7 Ebm7 Ab7 Gm7 C7.5+.9 Fmaj7 Em7 A7 Dm G7 Em7 Am7 Am6 Am7 Dm9 G7 C A7 A7.5+ Dm7 Db9+ C6 Dm7 G9 C Cmaj7 Dm7.5- G7 C Eb7 Dm7 G7 C6 Ebdim7 Dm7 Em7 Eb7 Ab6 Abaug Db Ab Eb Cm7 G7 C7 Fmaj7 Dm7 G9- C Dm7 C Ebdim7 Dm7 C6 Bb6 Bbaug Bb7 Cmaj7 Am7 Bm7.5- E9- E9- 
61. Cmaj7 Bm7 E7 A7 Dm7 G7 C E7 Amaj7 Bbdim7 Bm7 E7 Am Bb9 Bb6 Bbm7 Eb7 Dm7 G7 C Dm7 Dbdim G7 Bm7 B7 Em Dm7 Em7 A9- Amaj7 A6 Dm7 G7 Cmaj9 Eb7 A7.5- Abmaj7 Eb7 Ab7 G7 C Dbdim7 Dm7 G7 C A9+ Dm7 A7.5+ Dm7 G7 Cmaj7 Dbdim7 Dm7 G9 Em7 Am7 D9 Dm7 G7 Dm7 Em G7 Fdim7 Em7 A7 D7 Em7 Am G D9- G9- C D7 Fm7 Bb9 A9- Dm7 G7 Dm7 G7 F7 Bbm7 Eb7 Dm7 G7 A7 Dm7 G7 C Ebdim7 Em7 Am7 D9 G9 C F6 C7 A7 D7 Dm7 Dm7 
62. Cmaj7 Fmaj7 Bb7 Ebm7 Dm7 G7 C6 Bb6 Bbm7 F Gbdim7 C Gm7 C9 Fmaj7 Am7 Dm7 G7 C6 Am7.5- D7 Gm C7 Fmaj7 C Dm7 G7 C A7 Dm7 G7 C C6 Am7 Gbm7.5- B9- Em7 A7 D7 G7 Em7 A7 D9 Dm7 G7 Cmaj7 Am7 D7 Dm7 G7 Em7 Am F9 Cm7 Fm7 Bbm7 F D9 G9- Cmaj7 Dbdim7 Dm7 G9 G9- C A7 Dm G7 C Am Bb9 Bb6 B6 C6 Gbm7.5- B9- Em G7 C7 Dm7 G7 Dm Bm7.5- E9- Am Bb9 Dm7 G7.5+ C Am7 D7.5- Dm7 G9 G7 C6 Dm7 G7 Dm7 G7.5+ C C 
63. Cmaj7 Dbdim7 G7 Dm7 C Am7 Fmaj7 Dm7 E7 A Gb Ebm7 Ab7 Dm7 G7 Bdim Am Bm7.5- E7 Am9 D9 G7 Cmaj7 Am7 Dm7 G7 C E7 Em7.5- A9- Dm7 G7 Em7 Am7 Eb7 Cm7 F7 C G7 C7 Fm7 Bb7 Em7 Ebdim Dm7 G7 Cmaj7 C7.5+ Fmaj7 Am7.5- D7 G7 Cmaj7 Bb13 Am B7 G7 Dm7 G7 C Eb6 Eb7 Abmaj7 Dm7.5- G9- C Em7 Gbm7 B7 Abm7 Db9- Gb6 Gb G Dm7 G9- C C7 Fmaj7 Gbdim7 Cmaj7 F7 E7 Amaj7 Bm7 Dmaj7 G9 C Ebdim7 Dm A9- Dm7 G7 C F Fm6 C Dm7 G7 C C 
64. Cmaj7 Em7.5- A9- Dm E7 Am7 Dm7 G7 Dm7 G7 Em7 Ebm7 Dm7 G9 C Am Gbm7 B7 E G7 Dm7 Bm7.5- E9- Amaj7 A9- Dm7 G7 C E7 Am Dm G7 Dm7 G9- C Cmaj7 Dbmaj7 C6 F9 E7.5+ A7 Fm7 Bb7 Am6 Bm7.5- Bb7 Cmaj7 B7 E Dbm Gbm7 B7 Em Em7.5+ Em7 Dm7 G7 C Am7 D7 Eb7 Abmaj7 Dbmaj7 Db Ebm7 Ab9 Dbmaj7 Dm7.5- G7 E7 A7 Dm7 G7 Am7.5- Am Am7 D9 Dm7 G7 C6 D7 G7 Cmaj7 D7 G7 C Em Dm7 G7 C F6 Gbm7.5- B9- Em7 Ebdim7 Dm7 G7 C C7 Fm Fm 
65. Cmaj7 Bm7.5- E7 A7 Ab7 Dm7 C E Fdim7 C6 Am7 Dm7 G9 C Ebdim7 C Bm7 E7 Am7 C7 F Em C Em Am F Dm7 G7 C F C Ab7 Dm7 G7 C Gm7 C7 F C Gm7 C7 Fmaj7 B7 Em Dm7 G7 C Am7 Dm7 G9 C Eb6 C7.5+ Fmaj7 Fm7 Bb7 Cmaj7 Am7 Dm9 G7 G7.5+ Abmaj7 Ab6 Abaug Eb7 Dm7 G7 C Am7 Dm7 G7 Em7 A9- Dm Fm C F C G7 Dm7 Eb9 Dm7 C F6 Bb9 Dm7 Em7 Fmaj7 Ebmaj7 Eb6 D7 Dm7.5- G7 Cmaj7 Fmaj7 Bm7.5- E9- Am6 Dm6 A9- A9- 
